Coordinates,Timestamp,Velocity,force,azimuth
"416.5,11.0",582884.776,0.0,0.3333333333333333,0.7395369251582163
"415.0,11.0",582884.7849999999,166.66666737378196,0.3333333333333333,0.7395369251582163
"414.0,11.0",582884.793,147.05882359386317,0.08352699279785156,0.7395369251582163
"412.5,11.0",582884.801,159.9999998509884,0.12459627787272136,0.7395369251582163
"411.5,11.5",582884.8099999999,147.7922886106683,0.24315884908040364,0.7395369251582163
"410.0,11.5",582884.818,155.21910482726537,0.27089322408040367,0.7395369251582163
"409.0,12.0",582884.826,151.3274593632809,0.293017323811849,0.7395369251582163
"408.0,12.0",582884.835,145.0613793745077,0.2986602783203125,0.7395369251582163
"407.0,12.5",582884.843,143.54764216747353,0.2938460032145182,0.7395369251582163
"405.5,13.0",582884.8509999999,149.07119859254158,0.2730458577473958,0.7395369251582163
"404.5,13.5",582884.86,145.9244127084592,0.30314534505208335,0.7395369251582163
"403.0,14.0",582884.8679999999,150.31865971803316,0.26859283447265625,0.7395369251582163
"401.0,15.0",582884.8759999999,160.0781059730923,0.2643530527750651,0.7395369251582163
"399.0,16.0",582884.8849999999,166.9749975547229,0.24591445922851562,0.7395369251582163
"397.0,17.0",582884.8929999999,174.37782708087548,0.2290265401204427,0.7395369251582163
"394.0,18.0",582884.901,188.50994668717087,0.2318841298421224,0.7395369251582163
"391.0,19.5",582884.9099999999,200.5922396947066,0.22801767985026042,0.7395369251582163
"388.0,20.5",582884.918,211.56082938856235,0.2280298868815104,0.7395369251582163
"384.5,22.0",582884.926,225.58565750749958,0.22876942952473958,0.7395369251582163
"381.0,23.5",582884.9349999999,236.70703482166564,0.22929585774739583,0.7395369251582163
"377.5,25.0",582884.943,248.12394434893952,0.23729934692382812,0.7395369251582163
"373.5,27.0",582884.951,262.17302271776833,0.24204241434733073,0.7395369251582163
"369.0,29.5",582884.96,277.04067555113915,0.2450597127278646,0.7395369251582163
"365.0,31.5",582884.968,288.6986260227591,0.24251543680826823,0.7395369251582163
"361.0,34.0",582884.9759999999,300.3851694774847,0.2450684865315755,0.7395369251582163
"356.5,36.5",582884.985,311.9327340977266,0.24411900838216147,0.7383009632441799
"352.5,39.0",582884.9929999999,321.9216442565948,0.24553502400716146,0.7335554798457335
"348.0,41.5",582885.0009999999,333.2592510614628,0.2601924896240234,0.7274214466426017
"343.5,44.0",582885.0099999999,342.36077363471327,0.26210110982259116,0.7212111194941675
"339.5,46.5",582885.0179999999,350.36960788681967,0.26821327209472656,0.7166640003535428
"335.5,49.5",582885.026,358.7366722263003,0.27596715291341145,0.7133375843378973
"331.0,52.5",582885.0349999999,366.9477432460387,0.28107961018880206,0.7090193470332318
"326.5,55.5",582885.043,376.03164123210684,0.2825897216796875,0.7025191028926032
"322.0,59.0",582885.051,385.42452710037537,0.28782501220703127,0.6951338489863583
"317.0,62.5",582885.0599999999,394.49978876183656,0.28634859720865885,0.6888777454707407
"313.0,65.5",582885.068,400.58979081383484,0.29022674560546874,0.6836439808222974
"308.0,69.0",582885.076,410.09822665228074,0.2869813283284505,0.6783949573848004
"303.0,72.5",582885.085,417.7703984900381,0.2890253702799479,0.671238585314476
"298.5,76.5",582885.093,425.74189052244986,0.28995831807454425,0.664753599962918
"293.5,80.5",582885.1009999999,434.6991070425806,0.28980611165364584,0.6587263782832237
"288.5,84.5",582885.11,441.92113733015606,0.29152997334798175,0.6519056995722838
"283.5,88.0",582885.1179999999,449.3610784355966,0.29250946044921877,0.6451918323847893
"278.5,92.0",582885.1259999999,457.1874978507994,0.29412206013997394,0.6397444446894692
"274.0,96.0",582885.1349999999,462.1878414731493,0.3025761922200521,0.634693785509806
"269.5,100.0",582885.1429999999,468.23692526406035,0.30453669230143227,0.6301161487910297
"264.5,104.5",582885.151,475.8804705198798,0.3159559885660807,0.6257216175410526
"259.0,109.0",582885.1599999999,483.0729167147025,0.31971600850423176,0.6201826771113664
"254.5,113.0",582885.168,488.3588612402152,0.31902554829915364,0.610798521837916
"249.5,117.5",582885.176,495.17200291560863,0.3216622670491536,0.6059920032832227
"245.0,122.0",582885.1849999999,499.4796462760234,0.3257996877034505,0.5994765003535432
"240.0,126.5",582885.193,505.83322214707897,0.3272377014160156,0.5916945179316819
"235.0,131.0",582885.201,511.95939496008174,0.3301670074462891,0.584339781603528
"230.5,135.5",582885.21,515.7187000292504,0.3292438507080078,0.5780226429316543
"226.5,140.0",582885.218,519.579383903875,0.33100560506184895,0.5728651722285313
"222.5,144.0",582885.2259999999,522.6948216691586,0.33302205403645835,0.5663954456660546
"218.0,147.5",582885.235,524.8442432186908,0.3351280212402344,0.5578657825801105
"214.5,151.5",582885.2429999999,526.8895332509228,0.34502957661946615,0.5506636341425933
"213.0,153.5",582885.247,527.4566523651094,0.3465185801188151,0.5476118763301
"211.5,155.5",582885.2509999999,528.0193482821404,0.3504552205403646,0.545033140978553
"208.0,159.5",582885.2599999999,528.8792109702129,0.35407066345214844,0.5395094593379031
"204.5,163.5",582885.2679999999,530.7962922959852,0.3548241933186849,0.5344435413691647
"200.5,167.5",582885.276,533.4725859873214,0.35846786499023436,0.527989073595717
"196.5,171.5",582885.2849999999,535.0172814598504,0.3588549296061198,0.5202986439082218
"192.5,176.0",582885.293,538.1244721005072,0.36230684916178385,0.513798399767608
"188.5,181.0",582885.301,541.7164288780383,0.3569132486979167,0.5086104114863454
"184.5,186.0",582885.3099999999,544.1968186816778,0.3526381174723307,0.5025984485957292
"180.5,191.0",582885.318,547.6193788501037,0.35298995971679686,0.49635760386917305
"176.0,196.5",582885.326,552.232134638028,0.3513629913330078,0.48917071422073904
"171.5,202.0",582885.335,555.7319293866072,0.3515637715657552,0.48137347300979577
"168.0,207.5",582885.343,558.7364495189709,0.35101420084635415,0.4747206409785443
"163.5,213.0",582885.352,562.0631233831199,0.3509166717529297,0.4671980579707297
"159.5,218.5",582885.36,565.6007507462517,0.3509166717529297,0.45956866343947106
"155.0,223.5",582885.3679999999,569.1803121057306,0.3509166717529297,0.45203082164259517
"150.5,229.5",582885.377,572.7716267787122,0.3509166717529297,0.4434706409785356
"147.0,234.5",582885.3849999999,574.9061368498847,0.3509166717529297,0.4346815784785418
"143.0,240.0",582885.3929999999,578.1389276438588,0.3509166717529297,0.42711321910353095
"139.0,246.0",582885.4019999999,580.8884195018418,0.3509166717529297,0.4198652942988507
"135.0,251.5",582885.4099999999,583.9850780859067,0.3509166717529297,0.41116778453323805
"131.0,257.0",582885.418,587.0151123937018,0.3509166717529297,0.4018904407832342
"127.0,263.0",582885.4269999999,589.5781648787106,0.3509166717529297,0.3927046497676035
"124.0,269.0",582885.4349999999,591.8451603690952,0.3530530293782552,0.38451068004104877
"120.5,275.0",582885.443,594.6413316196141,0.3531881968180339,0.37628619273636044
"116.5,281.0",582885.4519999999,597.0543216354387,0.3575978597005208,0.36711566050978456
"113.0,286.5",582885.46,599.2591795151642,0.36508865356445314,0.35791461070510394
"109.5,292.5",582885.468,601.911572941593,0.36640828450520835,0.3489882191035445
"106.0,299.0",582885.477,604.1403156461386,0.3707647959391276,0.33881060679884956
"103.5,304.0",582885.485,604.7108807360089,0.3732519785563151,0.3295790394160418
"100.5,310.0",582885.4929999999,606.745857862007,0.3774178822835286,0.32179705699417377
"97.5,316.5",582885.502,608.3902913177761,0.3808649698893229,0.31346575816604866
"95.0,322.5",582885.5099999999,609.8834368669842,0.38028093973795574,0.3041273792597891
"92.0,329.0",582885.5179999999,612.3171907911991,0.38292732238769533,0.29491107066603617
"89.5,335.0",582885.5269999999,612.9579259702123,0.38372268676757815,0.28557269175979333
"87.5,340.5",582885.5349999999,613.478194547493,0.38542518615722654,0.27585284312697317
"85.5,347.0",582885.543,614.9328220289223,0.3921896616617839,0.26666705211135766
"83.5,353.5",582885.5519999999,615.5900319484581,0.3924391428629557,0.2577559192988477
"81.5,358.5",582885.5599999999,615.6649401692117,0.3949705759684245,0.2492872913691625
"80.0,364.0",582885.568,615.7698316522543,0.39619839986165367,0.24142901500197347
"78.5,369.5",582885.5769999999,615.1225366513106,0.3988348642985026,0.23354022105666852
"77.5,375.5",582885.585,615.2982758667443,0.39811808268229165,0.22636859019728345
"76.0,382.5",582885.593,616.8139534964881,0.4001227060953776,0.21924273570510308
"74.5,389.5",582885.602,617.5832439384241,0.3971289316813151,0.21092669566603953
"73.0,396.0",582885.61,618.6600121876854,0.3950222015380859,0.20303790172072445
"72.0,403.0",582885.6179999999,619.7934949079176,0.3954734802246094,0.19514910777542072
"71.0,406.5",582885.622,620.7536588437963,0.3958896636962891,0.1908613880488555
"70.5,410.5",582885.627,621.0385244025716,0.39462267557779945,0.18620745738479652
"69.0,416.5",582885.6349999999,621.6863298335896,0.3950926462809245,0.1777846058222939
"68.0,422.5",582885.6429999999,621.9658347827248,0.3957347869873047,0.1701399525019816
"67.5,428.5",582885.6519999999,621.1842193788304,0.3954893747965495,0.161595030626977
"67.0,434.0",582885.6599999999,620.709150442131,0.39828389485677085,0.1542708118769771
"66.5,440.5",582885.668,621.1311210034369,0.39876518249511717,0.14738909800978825
"65.5,447.5",582885.6769999999,621.6636632711219,0.39865760803222655,0.13934771617385475
"65.0,454.0",582885.6849999999,622.1229107061745,0.39931640625,0.13219134410354383
"65.0,460.5",582885.693,622.2637898770923,0.4011021931966146,0.12546221812698075
"64.5,467.0",582885.7019999999,622.0902299033854,0.41019515991210936,0.11801592906447501
"64.5,473.0",582885.71,621.8593858911428,0.41143404642740883,0.1112562855097895
"64.5,479.5",582885.718,622.0809058240004,0.41370620727539065,0.10480181773635666
"64.5,485.5",582885.727,621.2493511917852,0.4159044901529948,0.09770648082229275
"64.5,491.5",582885.735,621.1029024775067,0.41903940836588544,0.09131304820510244
"65.0,498.0",582885.7429999999,621.0969399781112,0.4218467712402344,0.08475176890822729
"65.5,504.5",582885.752,620.4849427347551,0.4205787658691406,0.07771746715041478
"66.5,510.5",582885.7599999999,619.8356018930032,0.42276992797851565,0.07158343394729114
"67.5,516.0",582885.7679999999,618.8120442812638,0.42455762227376304,0.0653425892207305
"68.0,522.5",582885.7769999999,618.3198838592527,0.4221055348714193,0.058491392931665755
"69.5,528.5",582885.7849999999,617.5116131687165,0.4234208424886068,0.052738829455102464
"70.5,534.5",582885.793,617.0202179790915,0.42146759033203124,0.04674212535354135
"72.0,541.0",582885.8019999999,616.1048766545553,0.42224133809407555,0.040012999376976596
"73.5,548.0",582885.8099999999,616.2431503327409,0.42148170471191404,0.034321471056667684
