Coordinates,Timestamp,Velocity,force,azimuth
"440.5,13.5",583322.37,0.0,0.3333333333333333,0.38802020152540867
"439.0,13.5",583322.3779999999,187.50000200816433,0.3333333333333333,0.37697283824415667
"437.0,13.5",583322.3859999999,218.75000075124262,0.3333333333333333,0.37033526500197445
"435.5,13.0",583322.3949999999,200.99751317119188,0.3805408477783203,0.36308734019729977
"434.0,13.0",583322.4029999999,197.55158840998772,0.4115678151448568,0.35738055308790767
"433.0,12.5",583322.411,184.54568246474173,0.4652039845784505,0.35200945933792077
"432.0,12.5",583322.4199999999,171.17242792536203,0.41799672444661456,0.3469282825801103
"431.0,12.0",583322.428,165.82227650555,0.34302151997884117,0.34402911265822367
"430.0,12.0",583322.4369999999,158.30748850799026,0.2990374247233073,0.3422133167597988
"429.0,11.5",583322.445,155.63490049568088,0.2701830546061198,0.34148089488479383
"428.0,11.0",583322.453,153.58492513751318,0.2771700541178385,0.34148089488479383
"426.5,11.0",583322.4619999999,154.58111588780278,0.28276456197102867,0.34148089488479383
"424.5,10.5",583322.47,162.78820599889914,0.3995587666829427,0.34148089488479383
"422.5,10.5",583322.4779999999,168.96562601209217,0.43468666076660156,0.34148089488479383
"420.0,10.5",583322.487,177.07990906446983,0.5937856038411459,0.34148089488479383
"417.5,10.5",583322.495,185.55861607589122,0.6704582214355469,0.34148089488479383
"414.0,11.0",583322.5029999999,200.13280695909808,0.7834267934163411,0.34148089488479383
"410.5,12.0",583322.512,211.53152530512122,0.8418792724609375,0.34148089488479383
"407.5,13.0",583322.5199999999,220.025251212733,0.898843256632487,0.34148089488479383
"404.0,14.5",583322.5279999999,231.0993422464545,0.938165028889974,0.33865801890823194
"400.5,16.0",583322.5369999999,239.98831663977367,0.9782887776692708,0.3330733021113572
"397.0,17.5",583322.5449999999,249.62011964457798,0.9655403137207031,0.3262831409785354
"393.5,19.5",583322.553,258.91492334456905,0.998177973429362,0.31912676890821795
"390.0,21.0",583322.5619999999,265.90569330223803,0.9916487375895182,0.3107954700801052
"386.5,23.0",583322.57,274.14640255709605,1.0128289540608724,0.3025709827754132
"383.0,24.5",583322.578,281.4553819678829,0.9946133931477864,0.29428546031447284
"379.5,26.5",583322.5869999999,287.4187305694752,1.003866449991862,0.28482501109573083
"376.0,28.0",583322.595,293.82114324091447,1.0244686126708984,0.27559344371292005
"372.0,30.5",583322.6029999999,302.90974721232624,1.053624725341797,0.2652022083613562
"367.5,33.0",583322.612,312.2296659125094,1.0739003499348958,0.2532850941035451
"363.5,35.0",583322.62,319.7811751807789,1.1230706532796224,0.24130694468947542
"359.5,37.0",583322.6279999999,326.89955580120795,1.143895721435547,0.22867266734573494
"355.5,39.5",583322.637,332.91224508289116,1.2030260721842447,0.21574847300979066
"352.0,41.5",583322.6449999999,337.54093733159385,1.2352347056070963,0.203861876330107
"348.5,43.5",583322.6529999999,341.93555918219033,1.2432771046956381,0.19272296031448236
"344.5,46.0",583322.6619999999,347.0962638393459,1.2505603790283204,0.18199603160353428
"341.0,48.0",583322.6699999999,351.03814299184097,1.2770465850830077,0.17094866832229483
"337.5,50.5",583322.678,355.33782352784687,1.2830777486165366,0.16122881968948274
"333.5,53.0",583322.6869999999,359.80472952046017,1.305976359049479,0.1511580189082322
"329.5,55.5",583322.695,365.1699774957521,1.352581532796224,0.14009539683791397
"325.0,58.5",583322.703,372.24217913714097,1.3719350179036458,0.12910906871291417
"320.0,62.0",583322.7119999999,379.80756645403454,1.4131004333496093,0.11710040172072562
"315.5,65.0",583322.72,386.2668000698187,1.4391554514567058,0.10591570933791591
"310.5,68.5",583322.7279999999,394.2903412790358,1.4859139760335287,0.09471575816604218
"305.5,72.0",583322.737,400.89930389854885,1.5185157775878906,0.0829817493769795
"300.5,75.5",583322.745,408.30489696902833,1.5503368377685547,0.07297198375197765
"296.0,79.0",583322.7529999999,414.23534001149307,1.5853096008300782,0.06200091441604416
"291.5,82.5",583322.762,418.880347509129,1.6203198750813803,0.05073992808791734
"287.5,86.0",583322.7699999999,423.2703776351788,1.631622314453125,0.0406538685176026
"283.0,89.5",583322.7779999999,428.6220943981897,1.6591922760009765,0.03126971324416433
"278.5,93.0",583322.7869999999,432.74741791619647,1.6590667724609376,0.021412535509790467
"274.5,96.5",583322.7949999999,436.6909227364354,1.6543970743815104,0.013996764025413971
"270.5,100.5",583322.803,441.0359903486731,1.676340357462565,0.00624529918166487
"266.5,104.5",583322.8119999999,444.25195580539975,1.6736717224121094,-0.0017350474980228614
"262.0,109.0",583322.82,449.8696656713675,1.6638954162597657,-0.007396058240208205
"257.5,113.5",583322.828,455.32786900536934,1.6330020904541016,-0.012904481091770408
"253.0,118.0",583322.8369999999,459.6453391409683,1.6137041727701822,-0.02004559437302359
"249.0,123.0",583322.845,464.4121772534121,1.5573443094889323,-0.02668316761520914
"244.5,128.0",583322.8529999999,469.9667550759194,1.5496395111083985,-0.0335496226933355
"240.0,133.0",583322.862,474.411752978321,1.5709686279296875,-0.041087464490207254
"236.0,138.0",583322.87,478.83400046362624,1.5609628041585286,-0.042689637341772994
"232.0,143.0",583322.8779999999,483.1564492574377,1.6489365895589192,-0.042689637341772994
"228.5,148.0",583322.887,485.6213275173599,1.7239331563313802,-0.06298382679489606
"225.5,153.0",583322.8949999999,488.1739774753441,1.737383524576823,-0.07065899769333236
"222.5,157.5",583322.9029999999,490.18038997541834,1.7916241963704427,-0.07805951038864502
"219.5,162.0",583322.9119999999,491.25067118643614,1.8274347941080729,-0.0859940807011482
"217.5,166.0",583322.9199999999,491.19604414153326,1.8137287139892577,-0.09305890003708726
"216.0,170.5",583322.928,490.9519387126382,1.8438882191975912,-0.10007794300583286
"214.0,175.0",583322.9369999999,490.6185127130024,1.7947245279947917,-0.10714276234177057
"212.5,179.0",583322.945,489.9728012600417,1.782506561279297,-0.11288006702927295
"210.5,183.5",583322.953,490.5780324687288,1.7306549072265625,-0.1180070201542697
"208.5,188.0",583322.9619999999,490.3720871678155,1.7197879791259765,-0.11916668812302039
"206.5,193.0",583322.97,491.52893552993925,1.7101998647054037,-0.11916668812302039
"204.5,198.0",583322.9779999999,492.6975233416793,1.714642842610677,-0.13444073597458836
"201.5,203.0",583322.987,494.34399634480104,1.7062700907389323,-0.13564618031052467
"199.0,208.5",583322.995,496.63765463363734,1.7647420247395833,-0.13564618031052467
"196.0,214.0",583323.004,498.7333317436568,1.7670093536376954,-0.13564618031052467
"193.5,219.0",583323.012,500.48076672439316,1.8588081359863282,-0.13564618031052467
"190.5,224.5",583323.0199999999,503.2932962840071,1.90546875,-0.13564618031052467
