Coordinates,Timestamp,Velocity,force,azimuth
"417.5,17.0",583333.911,0.0,0.3333333333333333,0.2652937610957357
"417.5,17.0",583333.919,0.0,0.3333333333333333,0.25670306285353794
"417.0,16.5",583333.928,41.59451655861476,0.43921661376953125,0.25485674937697395
"416.5,16.5",583333.936,44.721359508345785,0.5186292012532552,0.25331561168166683
"416.5,16.0",583333.9439999999,42.85495651658136,0.4411140441894531,0.2530256946894786
"416.0,15.5",583333.953,50.50762720857098,0.3070812225341797,0.2529646595332287
"415.5,15.0",583333.9609999999,56.568542573949145,0.26715087890625,0.2529646595332287
"415.5,14.5",583333.9689999999,55.19934691164788,0.22673594156901042,0.2529646595332287
"415.0,14.0",583333.9779999999,58.28544540983252,0.1412218729654948,0.2529646595332287
"414.0,13.5",583333.9859999999,65.99663295172054,0.09391009012858073,0.2529646595332287
"413.0,13.0",583333.994,72.539726392104,0.08889427185058593,0.2529646595332287
"412.0,12.5",583334.0029999999,77.24277397769943,0.12030970255533854,0.2529646595332287
"410.0,12.5",583334.0109999999,87.46427844304387,0.16136144002278646,0.2529646595332287
"407.5,12.5",583334.019,101.53570462013106,0.2894842783610026,0.2529646595332287
"403.5,13.0",583334.0279999999,124.44632292637372,0.3452629089355469,0.2529646595332287
"399.0,14.0",583334.036,149.9333185119305,0.48276011149088544,0.2529646595332287
"394.0,15.5",583334.044,177.0513058134722,0.567605463663737,0.2529646595332287
"388.0,17.5",583334.053,207.77631679867545,0.6775714874267578,0.2529646595332287
"382.5,19.5",583334.061,233.92781409065964,0.7609354654947916,0.2529646595332287
"376.5,22.0",583334.0689999999,261.41615742049856,0.8681348164876302,0.2529646595332287
"370.5,24.0",583334.078,284.5414220213287,0.9373009999593099,0.2529646595332287
"365.0,26.5",583334.0859999999,304.8720040438406,0.9972585042317709,0.2529646595332287
"360.0,28.5",583334.0939999999,320.43018808115204,1.0185352325439454,0.2529646595332287
"354.0,31.0",583334.1029999999,338.67185010591237,1.082039515177409,0.24121539195510142
"349.0,33.5",583334.1109999999,352.2960403663294,1.0590468088785807,0.2278486927363468
"343.5,36.0",583334.119,367.3089508916906,1.1090253194173176,0.21382586558791397
"338.0,38.5",583334.1279999999,379.5204370508686,1.0739584604899088,0.19934527476760805
"333.5,41.5",583334.1359999999,388.8888889291312,1.1057840983072917,0.18483416636917094
"328.5,44.5",583334.144,399.7929523509512,1.0548187255859376,0.1696821888301058
"323.5,48.5",583334.1529999999,409.6592179603919,1.0357088724772134,0.15471331675979202
"319.0,51.5",583334.161,417.4685616905781,1.0192315419514975,0.13888995250197989
"315.0,55.5",583334.169,424.38763111544654,0.9950852711995443,0.12349383433791675
"310.5,59.0",583334.178,430.5161582378254,0.9901124318440755,0.10664813121291518
"307.0,62.5",583334.186,434.5492582196687,0.9548018137613933,0.08960406383010179
"303.0,66.0",583334.1939999999,440.0854024713479,0.9471766153971354,0.07121722300979247
"299.5,70.0",583334.203,443.0003344038973,0.9497388203938802,0.05360858043166529
"296.5,73.5",583334.2109999999,445.1373072597844,0.9417729695638021,0.03563372691604295
"293.0,77.5",583334.218,450.8842275592647,1.0076028188069661,0.01744525035353975
"289.5,81.5",583334.227,453.58435139543246,1.072036616007487,-0.0019028941777087366
"286.5,85.5",583334.235,456.26064154621724,1.1476877848307292,-0.02047284046677181
"283.0,90.0",583334.2429999999,460.94425631100034,1.2002449035644531,-0.03913433949020728
"280.0,94.5",583334.252,462.86493011656523,1.2723393758138022,-0.0584672252323977
"277.0,99.0",583334.2599999999,466.12711657157433,1.2825331370035806,-0.07624371449021013
"274.0,103.0",583334.2679999999,468.6187445406474,1.3275445302327473,-0.09171612659958096
"270.5,107.5",583334.2769999999,471.6518926854546,1.2810880025227864,-0.10428936878708252
"267.5,112.0",583334.2849999999,474.740131198385,1.3091888427734375,-0.11373455921677404
"264.0,116.5",583334.293,478.8680138934419,1.2516651153564453,-0.12328656116989485
"260.0,121.5",583334.3019999999,483.41317066771376,1.215521240234375,-0.1343339244511469
"256.5,126.0",583334.3099999999,487.28662742105445,1.1870708465576172,-0.14355023304489448
"252.0,130.5",583334.318,493.07148323893523,1.2172515869140625,-0.15230877796677333
"248.0,135.5",583334.3269999999,497.15176648661577,1.2452901204427083,-0.16317303577926834
"243.5,140.5",583334.335,503.23938401778736,1.3278483072916667,-0.17220623890427073
"238.5,146.0",583334.343,510.740690346951,1.3420066833496094,-0.181239442029277
"233.5,151.0",583334.352,516.1507811769816,1.4011117299397786,-0.1922257701542715
"228.5,156.5",583334.36,523.1779430708094,1.443945058186849,-0.2014878551152062
"223.5,162.0",583334.3679999999,529.9788410040939,1.4764663696289062,-0.21062786976365283
"217.5,167.0",583334.377,536.480686678124,1.47779541015625,-0.22112591663865364
"212.0,172.0",583334.3849999999,543.0399828325499,1.4771305084228517,-0.23040326038864586
"206.5,177.5",583334.3929999999,550.0126781185527,1.4599957784016928,-0.23998577991989736
"200.0,182.5",583334.4019999999,556.6325955757768,1.4339956919352213,-0.2507432262089656
"194.0,187.5",583334.4099999999,563.3455096835721,1.416584269205729,-0.25878460804489956
"187.5,192.0",583334.418,570.0333734554723,1.4171977996826173,-0.26746685902145334
"181.5,197.0",583334.4269999999,575.2126034438628,1.4653526306152345,-0.27740033070115
"175.0,201.5",583334.4349999999,581.5023598365219,1.4682840983072916,-0.2858689586308296
"169.0,206.0",583334.443,586.8553810085634,1.5012364705403647,-0.29360516468551295
"163.0,211.0",583334.4519999999,591.515278178786,1.519766108194987,-0.3024552623417648
"157.0,215.0",583334.46,596.0049889411903,1.537238311767578,-0.3105424205449016
"151.0,220.0",583334.4689999999,600.375140236234,1.5534486134847005,-0.31939251820114395
"146.0,224.0",583334.477,603.1990750243372,1.5724825541178384,-0.32819683949020884
"141.0,227.5",583334.485,605.4163635468045,1.560986582438151,-0.33614666859177567
"136.0,232.0",583334.494,607.5704383051288,1.5755218505859374,-0.34432537952926395
"132.0,235.5",583334.502,608.3198597959143,1.573499043782552,-0.35271771351364417
"128.0,239.0",583334.5099999999,609.049827190232,1.5796250661214193,-0.3617509166386448
"124.5,242.5",583334.519,608.106277444316,1.570309321085612,-0.37067730824021783
"121.5,245.5",583334.5269999999,607.039217045621,1.5877978006998699,-0.3792374889042621
"118.5,248.5",583334.5349999999,606.0007740351376,1.5945648193359374,-0.38718731800583583
"115.5,251.5",583334.544,604.0340706524573,1.6257375081380208,-0.39510662952928066
"113.5,254.0",583334.5519999999,601.3529625055774,1.6344013214111328,-0.4028733531620936
"111.0,257.0",583334.5599999999,599.8216936411167,1.6587650299072265,-0.4101670543339505
"109.0,260.0",583334.5689999999,596.8239131755879,1.672943369547526,-0.4181779185917707
"107.0,262.5",583334.5769999999,594.3376534335122,1.7177717844645182,-0.42608197132613723
"105.0,265.5",583334.585,592.3737987986175,1.7361673990885416,-0.43323834339646855
"103.5,268.5",583334.5939999999,589.0244199895335,1.766489283243815,-0.4403794566777071
"102.0,271.5",583334.602,586.6169549900736,1.7718828837076823,-0.44639141956834455
"100.5,274.5",583334.61,584.2714475912207,1.7900479634602864,-0.45180828968552034
"99.0,277.5",583334.619,581.1636302022412,1.7986803690592448,-0.4575913707401987
"98.0,280.5",583334.627,578.4087661642827,1.8145528157552084,-0.4637864390995814
"96.5,284.0",583334.6349999999,576.6967433505279,1.8397659301757812,-0.4692033092167778
"95.0,287.5",583334.644,574.2474620734431,1.8540629069010417,-0.47489483753709005
"94.5,290.5",583334.6519999999,571.1727378142681,1.8720152537027994,-0.47970135609176784
"93.5,293.5",583334.6599999999,568.6835136701875,1.906366475423177,-0.48369915882613346
"92.5,297.0",583334.669,565.9384585206327,1.9272785186767578,-0.48748333851364295
"91.5,300.5",583334.6769999999,564.0053084189507,1.9635696411132812,-0.49111493031052084
"91.0,304.0",583334.6849999999,561.6385471580692,1.9845943450927734,-0.4945786754276955
"90.5,307.5",583334.6939999999,558.6214050606997,1.9769930521647134,-0.4983781139042765
"90.0,311.0",583334.7019999999,556.3904134997238,1.9968555450439454,-0.5018876353886389
"89.5,314.0",583334.71,553.7985331612192,1.9936517079671223,-0.5048936168339595
"89.5,318.0",583334.7189999999,550.9650235191332,2.012989044189453,-0.5078385631230226
"89.0,321.0",583334.727,548.5054408116576,1.986167017618815,-0.5113786021855203
"89.0,324.0",583334.735,545.6595310164631,1.9918994903564453,-0.5142472545292839
"88.5,327.5",583334.744,543.0779868321268,1.9637664794921874,-0.5176652232792683
"88.5,330.5",583334.752,540.3665777408264,1.9521519978841146,-0.5208848277714566
"88.0,333.5",583334.7599999999,538.1430675994895,1.9508822123209635,-0.5224259654667712
"87.5,336.5",583334.769,535.3448306703577,1.973910649617513,-0.5242265025761371
"87.0,339.5",583334.7769999999,533.2279195580448,1.9750926971435547,-0.5254929820683312
"86.5,343.0",583334.7849999999,531.559048507305,2.01758295694987,-0.5272019664433248
"86.0,346.0",583334.794,528.9324739008738,2.0245211283365885,-0.5293687144902118
"85.5,349.5",583334.8019999999,527.3541965681692,2.0296319325764975,-0.5310624400761316
"85.0,352.5",583334.8099999999,525.4194585819835,2.0367188771565754,-0.5328477183964684
"84.0,355.5",583334.8189999999,523.3358037840354,2.0494311014811197,-0.5351517955449054
"83.5,358.5",583334.8269999999,521.4847934226796,2.053772481282552,-0.5366929332402034
"83.0,361.5",583334.835,519.672696235672,2.0639297485351564,-0.5378526012089541
"82.0,364.5",583334.8439999999,517.7153988105647,2.086818822224935,-0.539668397107403
"81.0,367.5",583334.852,516.3477326522028,2.094171905517578,-0.5409501353886556
"80.5,370.0",583334.86,514.2622073875394,2.1317305246988933,-0.5420640269902222
"79.5,373.0",583334.869,512.4187243316604,2.1447486877441406,-0.5436051646855217
"78.5,376.0",583334.877,511.14192658840057,2.1942067464192707,-0.544596985974581
"78.0,379.0",583334.8849999999,509.5384903163797,2.2129844665527343,-0.5459245006230172
"77.0,382.5",583334.894,508.16915499362824,2.2525044759114583,-0.5475419322636467
"76.0,385.5",583334.9019999999,506.9714411834226,2.2506146748860676,-0.5489457408574049
"74.5,388.5",583334.9099999999,506.13569379370426,2.273271942138672,-0.5505936900761343
"73.5,392.0",583334.919,504.84336124921833,2.2689664204915365,-0.552607850232408
"72.0,395.0",583334.9269999999,504.04296724942606,2.2868888854980467,-0.5543168346074078
"70.5,398.5",583334.9349999999,503.61778816194806,2.298737080891927,-0.5555985728886526
"69.0,401.5",583334.9439999999,502.35624737888685,2.3135999043782554,-0.5570176402714448
"68.0,405.0",583334.9519999999,501.6343420476353,2.3080108642578123,-0.5581620494511585
"66.5,408.5",583334.96,501.24617401575676,2.2939191182454426,-0.5601914683964476
"65.0,412.5",583334.9689999999,500.74584972156646,2.304512786865234,-0.5629533092167595
"63.5,416.0",583334.977,500.3765007821363,2.290027109781901,-0.5652116099980327
"62.0,419.5",583334.985,500.01517129312003,2.296216837565104,-0.5672410289433455
"61.0,423.5",583334.994,499.2425345099398,2.273309834798177,-0.5693314830448918
"60.0,427.0",583335.002,498.60005092147503,2.273906453450521,-0.5707505504277064
"59.0,430.0",583335.0099999999,497.6272583281538,2.2650634765625,-0.5722306529667655
"58.0,434.0",583335.019,496.90590999330175,2.25980707804362,-0.5745499889042575
"57.5,437.0",583335.0269999999,495.67443322253615,2.2484761555989583,-0.5765183726933466
"57.0,440.5",583335.0349999999,494.80311423129587,2.245031992594401,-0.5784562389042818
"56.5,444.5",583335.044,493.85089518504554,2.1989316304524738,-0.5805009166386506
"56.5,448.0",583335.0519999999,492.7359368318761,2.1931795756022137,-0.5821641246464624
"56.0,452.0",583335.061,491.8290772209741,2.182709248860677,-0.5840867320683453
"56.0,455.5",583335.0689999999,490.7596346303022,2.183393859863281,-0.5861619273808373
"56.0,459.0",583335.0769999999,489.7123475084897,2.1722127278645833,-0.5879929820683181
"56.0,463.0",583335.0859999999,488.6012593233443,2.1964813232421876,-0.5898850719120933
"56.0,466.5",583335.0939999999,487.5990681235855,2.1908498128255207,-0.591136292615202
"56.0,470.5",583335.102,486.9455526473104,2.2293912251790364,-0.5922196666386605
"57.0,474.0",583335.1109999999,485.06102853883175,2.235273996988932,-0.593470887341786
"57.5,478.0",583335.119,484.19793407662166,2.2413126627604165,-0.5946610728886488
"58.5,481.5",583335.127,482.7808704808724,2.237646230061849,-0.595683411755844
"59.0,485.5",583335.1359999999,481.57350035453345,2.2424301147460937,-0.5965989390995777
"60.0,489.5",583335.144,480.5395573678413,2.2301233927408854,-0.5973923961308203
"61.0,493.5",583335.1519999999,479.5329667468859,2.231334686279297,-0.5982926646855198
"62.5,498.0",583335.161,478.25415837188496,2.2266799926757814,-0.5997727672245816
"63.5,502.0",583335.169,477.30577430066205,2.218122863769531,-0.6013139049198828
"64.5,506.5",583335.1769999999,476.7028432079209,2.215892283121745,-0.6025956432011333
"65.5,511.5",583335.186,476.06890192132323,2.211617279052734,-0.6040452281620738
"67.0,516.0",583335.1939999999,475.2892225251681,2.209002685546875,-0.60557110706835
"68.5,520.5",583335.2019999999,474.53768386855353,2.235621134440104,-0.606898621716787
"70.0,525.5",583335.2109999999,473.76653929116884,2.2350194295247396,-0.6082261363652233
